Lunar IPS (LIPS) Version 1.03
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
03F50C       1    No     0000AC9B-0000ACA0        6
03F518       2    No     0000ACA1-0000ACA7        7
03F526       2    No     0000ACA8-0000ACAE        7
03F60A       1    No     0000ACAF-0000ACB4        6
03F612       1    No     0000ACB5-0000ACBA        6
03F645       2    No     0000ACBB-0000ACC1        7
03F658       2    No     0000ACC2-0000ACC8        7
03F761       2    No     0000ACC9-0000ACCF        7
03F781       2    No     0000ACD0-0000ACD6        7
03F78C       2    No     0000ACD7-0000ACDD        7
03F7B4       2    No     0000ACDE-0000ACE4        7
03F7D4       2    No     0000ACE5-0000ACEB        7
03F7DF       2    No     0000ACEC-0000ACF2        7
03F7EB       2    No     0000ACF3-0000ACF9        7
03F800       2    No     0000ACFA-0000AD00        7
03F88A       1    No     0000AD01-0000AD06        6
03F8C6       2    No     0000AD07-0000AD0D        7
03F947       1    No     0000AD0E-0000AD13        6
03F94F       1    No     0000AD14-0000AD19        6
03F957       1    No     0000AD1A-0000AD1F        6
03F99F       2    No     0000AD20-0000AD26        7
03F9AC       2    No     0000AD27-0000AD2D        7
03F9B7       1    No     0000AD2E-0000AD33        6
03F9BF       1    No     0000AD34-0000AD39        6
03F9F0       2    No     0000AD3A-0000AD40        7
03FA4E       2    No     0000AD41-0000AD47        7
03FA69       1    No     0000AD48-0000AD4D        6
03FA72       2    No     0000AD4E-0000AD54        7
03FA82       1    No     0000AD55-0000AD5A        6
03FAFD       8    No     0000AD5B-0000AD67        D
03FB14       1    No     0000AD68-0000AD6D        6
03FB1C       1    No     0000AD6E-0000AD73        6
03FB24       1    No     0000AD74-0000AD79        6
03FB2C       1    No     0000AD7A-0000AD7F        6
03FB34       1    No     0000AD80-0000AD85        6
03FB3C       1    No     0000AD86-0000AD8B        6
03FB47       2    No     0000AD8C-0000AD92        7
03FB57       2    No     0000AD93-0000AD99        7
03FB62       2    No     0000AD9A-0000ADA0        7
03FB72       2    No     0000ADA1-0000ADA7        7
03FBC2       1    No     0000ADA8-0000ADAD        6
040001       7    No     0000ADAE-0000ADB9        C
040020       1    No     0000ADBA-0000ADBF        6
040028       1    No     0000ADC0-0000ADC5        6
040059       7    No     0000ADC6-0000ADD1        C
04006E       1    No     0000ADD2-0000ADD7        6
0400AD       1    No     0000ADD8-0000ADDD        6
040104       1    No     0000ADDE-0000ADE3        6
04010B       1    No     0000ADE4-0000ADE9        6
040135       1    No     0000ADEA-0000ADEF        6
040141       1    No     0000ADF0-0000ADF5        6
040149       1    No     0000ADF6-0000ADFB        6
040155       1    No     0000ADFC-0000AE01        6
0401C9       1    No     0000AE02-0000AE07        6
0401FC       1    No     0000AE08-0000AE0D        6
040215       7    No     0000AE0E-0000AE19        C
0402CC       D    No     0000AE1A-0000AE2B       12
0402E0       1    No     0000AE2C-0000AE31        6
0402EC       1    No     0000AE32-0000AE37        6
0402FB       1    No     0000AE38-0000AE3D        6
040356       1    No     0000AE3E-0000AE43        6
04038D       1    No     0000AE44-0000AE49        6
0403A5       4    No     0000AE4A-0000AE52        9
0403CB       1    No     0000AE53-0000AE58        6
0403D9       1    No     0000AE59-0000AE5E        6
0403F8       1    No     0000AE5F-0000AE64        6
040424       2    No     0000AE65-0000AE6B        7
040430       D    No     0000AE6C-0000AE7D       12
04115F      1F    No     0000AE7E-0000AEA1       24
041184       8    No     0000AEA2-0000AEAE        D
041194       2    No     0000AEAF-0000AEB5        7
04119F       1    No     0000AEB6-0000AEBB        6
0411CC       1    No     0000AEBC-0000AEC1        6
0411E4       1    No     0000AEC2-0000AEC7        6
0411F4       1    No     0000AEC8-0000AECD        6
041209       1    No     0000AECE-0000AED3        6
041215       1    No     0000AED4-0000AED9        6
04123D       1    No     0000AEDA-0000AEDF        6
041245     84F    No     0000AEE0-0000B733      854
041AA9       D    Yes    0000B734-0000B73B        8
041AB9       D    Yes    0000B73C-0000B743        8
041AC6     194    No     0000B744-0000B8DC      199
041C5B       D    Yes    0000B8DD-0000B8E4        8
041C68     2FD    No     0000B8E5-0000BBE6      302
041F69       D    Yes    0000BBE7-0000BBEE        8
041F77       D    Yes    0000BBEF-0000BBF6        8
041F84      42    No     0000BBF7-0000BC3D       47
041FC7       D    Yes    0000BC3E-0000BC45        8
041FD4      19    No     0000BC46-0000BC63       1E
041FF1       D    Yes    0000BC64-0000BC6B        8
041FFE       8    No     0000BC6C-0000BC78        D
042007       D    Yes    0000BC79-0000BC80        8
042014      3C    No     0000BC81-0000BCC1       41
042055       D    Yes    0000BCC2-0000BCC9        8
042062      2E    No     0000BCCA-0000BCFC       33
0420DB       D    Yes    0000BCFD-0000BD04        8
0420E8       A    No     0000BD05-0000BD13        F
042112       D    Yes    0000BD14-0000BD1B        8
04211F      45    No     0000BD1C-0000BD65       4A
042169       D    Yes    0000BD66-0000BD6D        8
042176      4E    No     0000BD6E-0000BDC0       53
0421D5       D    Yes    0000BDC1-0000BDC8        8
0421E2      44    No     0000BDC9-0000BE11       49
042230       D    Yes    0000BE12-0000BE19        8
04223D      49    No     0000BE1A-0000BE67       4E
04228D       D    Yes    0000BE68-0000BE6F        8
04229A      4C    No     0000BE70-0000BEC0       51
0422F2       D    Yes    0000BEC1-0000BEC8        8
0422FF      41    No     0000BEC9-0000BF0E       46
04234D       D    Yes    0000BF0F-0000BF16        8
04235A      4C    No     0000BF17-0000BF67       51
0423B1       D    Yes    0000BF68-0000BF6F        8
0423BE      46    No     0000BF70-0000BFBA       4B
042409       D    Yes    0000BFBB-0000BFC2        8
042416      4E    No     0000BFC3-0000C015       53
04247F       D    Yes    0000C016-0000C01D        8
04248C      3A    No     0000C01E-0000C05C       3F
042537       D    Yes    0000C05D-0000C064        8
042544      34    No     0000C065-0000C09D       39
042588       D    Yes    0000C09E-0000C0A5        8
042595      45    No     0000C0A6-0000C0EF       4A
0425E5       D    Yes    0000C0F0-0000C0F7        8
0425F2      50    No     0000C0F8-0000C14C       55
042646       D    Yes    0000C14D-0000C154        8
042653      B1    No     0000C155-0000C20A       B6
042725       D    Yes    0000C20B-0000C212        8
042733       1    No     0000C213-0000C218        6
04273C      2A    No     0000C219-0000C247       2F
042769       D    Yes    0000C248-0000C24F        8
042776      E9    No     0000C250-0000C33D       EE
044088       B    No     0000C33E-0000C34D       10
044099      41    No     0000C34E-0000C393       46
04410C       2    No     0000C394-0000C39A        7
044118       3    No     0000C39B-0000C3A2        8
044125       4    No     0000C3A3-0000C3AB        9
044137       4    No     0000C3AC-0000C3B4        9
04416F       1    No     0000C3B5-0000C3BA        6
04417C       1    No     0000C3BB-0000C3C0        6
0441A5       6    No     0000C3C1-0000C3CB        B
0441B1       4    No     0000C3CC-0000C3D4        9
04425E       5    No     0000C3D5-0000C3DE        A
0442B3       2    No     0000C3DF-0000C3E5        7
0442BF       1    No     0000C3E6-0000C3EB        6
044313       1    No     0000C3EC-0000C3F1        6
044324       D    No     0000C3F2-0000C403       12
044346       4    No     0000C404-0000C40C        9
04435F       4    No     0000C40D-0000C415        9
044378       6    No     0000C416-0000C420        B
044390       4    No     0000C421-0000C429        9
0444DD       2    No     0000C42A-0000C430        7
0444E9       B    No     0000C431-0000C440       10
044583       4    No     0000C441-0000C449        9
0447EA       2    No     0000C44A-0000C450        7
0447FE       1    No     0000C451-0000C456        6
04482E       1    No     0000C457-0000C45C        6
044839       1    No     0000C45D-0000C462        6
04484B       3    No     0000C463-0000C46A        8
044933       2    No     0000C46B-0000C471        7
044984       2    No     0000C472-0000C478        7
044990       1    No     0000C479-0000C47E        6
0449AF       7    No     0000C47F-0000C48A        C
0449C5       1    No     0000C48B-0000C490        6
0449ED       1    No     0000C491-0000C496        6
0449F7       1    No     0000C497-0000C49C        6
044A21       2    No     0000C49D-0000C4A3        7
044A2C       B    No     0000C4A4-0000C4B3       10
044A6E       4    No     0000C4B4-0000C4BC        9
044A78       4    No     0000C4BD-0000C4C5        9
044A82       4    No     0000C4C6-0000C4CE        9
044A8C       4    No     0000C4CF-0000C4D7        9
044BCE       2    No     0000C4D8-0000C4DE        7
044BDA       1    No     0000C4DF-0000C4E4        6
044BFA       1    No     0000C4E5-0000C4EA        6
044C0C       7    No     0000C4EB-0000C4F6        C
044C1E       3    No     0000C4F7-0000C4FE        8
044C64       4    No     0000C4FF-0000C507        9
044C6E       4    No     0000C508-0000C510        9
044C78       4    No     0000C511-0000C519        9
044C82       4    No     0000C51A-0000C522        9
044C8C       4    No     0000C523-0000C52B        9
044E28       2    No     0000C52C-0000C532        7
044E34       1    No     0000C533-0000C538        6
044E3C       3    No     0000C539-0000C540        8
044E4E       7    No     0000C541-0000C54C        C
044E5B       6    No     0000C54D-0000C557        B
0450C9       7    No     0000C558-0000C563        C
0450E3       4    No     0000C564-0000C56C        9
045226       2    No     0000C56D-0000C573        7
045232       1    No     0000C574-0000C579        6
04523A       3    No     0000C57A-0000C581        8
04524C       7    No     0000C582-0000C58D        C
045259       6    No     0000C58E-0000C598        B
0452FE       3    No     0000C599-0000C5A0        8
045320       4    No     0000C5A1-0000C5A9        9
045339       4    No     0000C5AA-0000C5B2        9
045461       2    No     0000C5B3-0000C5B9        7
04546D       1    No     0000C5BA-0000C5BF        6
04548F       1    No     0000C5C0-0000C5C5        6
0454A1       1    No     0000C5C6-0000C5CB        6
0454AE       5    No     0000C5CC-0000C5D5        A
0454BF       1    No     0000C5D6-0000C5DB        6
0454D0       4    No     0000C5DC-0000C5E4        9
0454DD       1    No     0000C5E5-0000C5EA        6
0454E7       7    No     0000C5EB-0000C5F6        C
045509       9    No     0000C5F7-0000C604        E
045547       2    No     0000C605-0000C60B        7
045557       1    No     0000C60C-0000C611        6
04555F       4    No     0000C612-0000C61A        9
045575       4    No     0000C61B-0000C623        9
04558E       4    No     0000C624-0000C62C        9
0455A7       4    No     0000C62D-0000C635        9
0455C0       4    No     0000C636-0000C63E        9
0455D4       2    No     0000C63F-0000C645        7
0455E7       4    No     0000C646-0000C64E        9
045745       1    No     0000C64F-0000C654        6
045760       1    No     0000C655-0000C65A        6
045768       1    No     0000C65B-0000C660        6
045771       1    No     0000C661-0000C666        6
04577E       1    No     0000C667-0000C66C        6
045786       4    No     0000C66D-0000C675        9
0457F5       1    No     0000C676-0000C67B        6
045828       1    No     0000C67C-0000C681        6
045830       1    No     0000C682-0000C687        6
04583F       4    No     0000C688-0000C690        9
04586C       9    No     0000C691-0000C69E        E
0459AC       5    No     0000C69F-0000C6A8        A
045BB3       3    No     0000C6A9-0000C6B0        8
045CEE       2    No     0000C6B1-0000C6B7        7
045D2B       2    No     0000C6B8-0000C6BE        7
045D76       2    No     0000C6BF-0000C6C5        7
045DC1       2    No     0000C6C6-0000C6CC        7
045E0C       7    No     0000C6CD-0000C6D8        C
045EF1       2    No     0000C6D9-0000C6DF        7
045EFD      11    No     0000C6E0-0000C6F5       16
045F21       4    No     0000C6F6-0000C6FE        9
045F31       4    No     0000C6FF-0000C707        9
045FEC       2    No     0000C708-0000C70E        7
045FF8       B    No     0000C70F-0000C71E       10
04607A       4    No     0000C71F-0000C727        9
046084       4    No     0000C728-0000C730        9
04608E       4    No     0000C731-0000C739        9
046098       4    No     0000C73A-0000C742        9
0460A2       4    No     0000C743-0000C74B        9
0460AC       4    No     0000C74C-0000C754        9
0460B6       4    No     0000C755-0000C75D        9
0460C0       4    No     0000C75E-0000C766        9
046316       2    No     0000C767-0000C76D        7
046325       1    No     0000C76E-0000C773        6
046355       1    No     0000C774-0000C779        6
046360       1    No     0000C77A-0000C77F        6
046372       3    No     0000C780-0000C787        8
046452       2    No     0000C788-0000C78E        7
046461       1    No     0000C78F-0000C794        6
046491       1    No     0000C795-0000C79A        6
04649C       1    No     0000C79B-0000C7A0        6
0464AE       3    No     0000C7A1-0000C7A8        8
04658E       2    No     0000C7A9-0000C7AF        7
04659D       1    No     0000C7B0-0000C7B5        6
0465CD       1    No     0000C7B6-0000C7BB        6
0465D8       1    No     0000C7BC-0000C7C1        6
0465F4       1    No     0000C7C2-0000C7C7        6
04661E       8    No     0000C7C8-0000C7D4        D
046665       2    No     0000C7D5-0000C7DB        7
04669A       B    No     0000C7DC-0000C7EB       10
04679A       2    No     0000C7EC-0000C7F2        7
0467A3       1    No     0000C7F3-0000C7F8        6
0467BF       1    No     0000C7F9-0000C7FE        6
0467D3       1    No     0000C7FF-0000C804        6
0467F1       1    No     0000C805-0000C80A        6
046825       1    No     0000C80B-0000C810        6
04683E       8    No     0000C811-0000C81D        D
04687C       3    No     0000C81E-0000C825        8
046898       1    No     0000C826-0000C82B        6
0468A0       1    No     0000C82C-0000C831        6
0468AD       4    No     0000C832-0000C83A        9
04698C       1    No     0000C83B-0000C840        6
048064       1    No     0000C841-0000C846        6
04806E       1    No     0000C847-0000C84C        6
048078       1    No     0000C84D-0000C852        6
048096       1    No     0000C853-0000C858        6
0480A0       1    No     0000C859-0000C85E        6
0480EC       1    No     0000C85F-0000C864        6
0480F6       2    No     0000C865-0000C86B        7
048100       1    No     0000C86C-0000C871        6
048123       4    No     0000C872-0000C87A        9
048131       2    No     0000C87B-0000C881        7
048150       5    No     0000C882-0000C88B        A
048169       2    No     0000C88C-0000C892        7
04817B       2    No     0000C893-0000C899        7
048183       1    No     0000C89A-0000C89F        6
04818E       C    No     0000C8A0-0000C8B0       11
0481A1       1    No     0000C8B1-0000C8B6        6
0481B1       B    No     0000C8B7-0000C8C6       10
0481D5       4    No     0000C8C7-0000C8CF        9
048226       2    No     0000C8D0-0000C8D6        7
048256       8    No     0000C8D7-0000C8E3        D
048273       4    No     0000C8E4-0000C8EC        9
048357       3    No     0000C8ED-0000C8F4        8
0483D6       2    No     0000C8F5-0000C8FB        7
0483EF       1    No     0000C8FC-0000C901        6
048415       2    No     0000C902-0000C908        7
04843C       1    No     0000C909-0000C90E        6
048449       1    No     0000C90F-0000C914        6
048454       1    No     0000C915-0000C91A        6
048479       2    No     0000C91B-0000C921        7
048482       2    No     0000C922-0000C928        7
04848A       2    No     0000C929-0000C92F        7
04849D       2    No     0000C930-0000C936        7
0484A6       2    No     0000C937-0000C93D        7
0484AE       2    No     0000C93E-0000C944        7
0484C1       2    No     0000C945-0000C94B        7
0484CA       2    No     0000C94C-0000C952        7
0484D2       2    No     0000C953-0000C959        7
0484DE       8    No     0000C95A-0000C966        D
0484EC       1    No     0000C967-0000C96C        6
048541       1    No     0000C96D-0000C972        6
04854C       1    No     0000C973-0000C978        6
04857F       4    No     0000C979-0000C981        9
048593       4    No     0000C982-0000C98A        9
048635       1    No     0000C98B-0000C990        6
04865A       1    No     0000C991-0000C996        6
048668       4    No     0000C997-0000C99F        9
048695       2    No     0000C9A0-0000C9A6        7
0486A5       1    No     0000C9A7-0000C9AC        6
04873B       2    No     0000C9AD-0000C9B3        7
048791       2    No     0000C9B4-0000C9BA        7
0487B9       1    No     0000C9BB-0000C9C0        6
0487CB       4    No     0000C9C1-0000C9C9        9
0487E1       1    No     0000C9CA-0000C9CF        6
0487E9       1    No     0000C9D0-0000C9D5        6
04886C       2    No     0000C9D6-0000C9DC        7
0488B9       5    No     0000C9DD-0000C9E6        A
048915       2    No     0000C9E7-0000C9ED        7
048921       1    No     0000C9EE-0000C9F3        6
04892E       1    No     0000C9F4-0000C9F9        6
04894E       5    No     0000C9FA-0000CA03        A
048968       2    No     0000CA04-0000CA0A        7
048973       2    No     0000CA0B-0000CA11        7
04897C       2    No     0000CA12-0000CA18        7
04898A       2    No     0000CA19-0000CA1F        7
048A21       1    No     0000CA20-0000CA25        6
048A29       2    No     0000CA26-0000CA2C        7
048A31       2    No     0000CA2D-0000CA33        7
048A41       1    No     0000CA34-0000CA39        6
048A49       4    No     0000CA3A-0000CA42        9
048A5C       1    No     0000CA43-0000CA48        6
048A86       4    No     0000CA49-0000CA51        9
048A9F       4    No     0000CA52-0000CA5A        9
048AB8       4    No     0000CA5B-0000CA63        9
048AD1       4    No     0000CA64-0000CA6C        9
048AEA       4    No     0000CA6D-0000CA75        9
048B03       4    No     0000CA76-0000CA7E        9
048B1C       4    No     0000CA7F-0000CA87        9
048BC4       2    No     0000CA88-0000CA8E        7
048BCD       1    No     0000CA8F-0000CA94        6
048BD8       1    No     0000CA95-0000CA9A        6
048C05       1    No     0000CA9B-0000CAA0        6
048C2B       9    No     0000CAA1-0000CAAE        E
048C52       2    No     0000CAAF-0000CAB5        7
048C7B       1    No     0000CAB6-0000CABB        6
048CB1       4    No     0000CABC-0000CAC4        9
048CBF       1    No     0000CAC5-0000CACA        6
048CD2       1    No     0000CACB-0000CAD0        6
048CEF       1    No     0000CAD1-0000CAD6        6
048D05       1    No     0000CAD7-0000CADC        6
048D1D       4    No     0000CADD-0000CAE5        9
048D56       6    No     0000CAE6-0000CAF0        B
048D78       1    No     0000CAF1-0000CAF6        6
048D97       4    No     0000CAF7-0000CAFF        9
048DC5       4    No     0000CB00-0000CB08        9
048DE5       6    No     0000CB09-0000CB13        B
048E07       1    No     0000CB14-0000CB19        6
048E21       4    No     0000CB1A-0000CB22        9
048E47       6    No     0000CB23-0000CB2D        B
048E69       1    No     0000CB2E-0000CB33        6
048E83       4    No     0000CB34-0000CB3C        9
048EA2       2    No     0000CB3D-0000CB43        7
048EB2       1    No     0000CB44-0000CB49        6
048EBA       4    No     0000CB4A-0000CB52        9
048ECC       1    No     0000CB53-0000CB58        6
048EE7       D    No     0000CB59-0000CB6A       12
048F04       4    No     0000CB6B-0000CB73        9
048F11       7    No     0000CB74-0000CB7F        C
048F2E       1    No     0000CB80-0000CB85        6
048F9E       1    No     0000CB86-0000CB8B        6
04906A       9    No     0000CB8C-0000CB99        E
0490F1       2    No     0000CB9A-0000CBA0        7
049152       2    No     0000CBA1-0000CBA7        7
04917F       8    No     0000CBA8-0000CBB4        D
049192       2    No     0000CBB5-0000CBBB        7
04919A       2    No     0000CBBC-0000CBC2        7
0491A2       4    No     0000CBC3-0000CBCB        9
04920F       2    No     0000CBCC-0000CBD2        7
04926A       2    No     0000CBD3-0000CBD9        7
0492D0       5    No     0000CBDA-0000CBE3        A
0492F8       2    No     0000CBE4-0000CBEA        7
049300       4    No     0000CBEB-0000CBF3        9
049315       1    No     0000CBF4-0000CBF9        6
049322       2    No     0000CBFA-0000CC00        7
04933D       1    No     0000CC01-0000CC06        6
049345       1    No     0000CC07-0000CC0C        6
049357       4    No     0000CC0D-0000CC15        9
0493BB       5    No     0000CC16-0000CC1F        A
04940D       2    No     0000CC20-0000CC26        7
049455       2    No     0000CC27-0000CC2D        7
049467       4    No     0000CC2E-0000CC36        9
04947F       1    No     0000CC37-0000CC3C        6
04948F       1    No     0000CC3D-0000CC42        6
04949F       2    No     0000CC43-0000CC49        7
0494BF       4    No     0000CC4A-0000CC52        9
049505       2    No     0000CC53-0000CC59        7
049561       2    No     0000CC5A-0000CC60        7
049574       8    No     0000CC61-0000CC6D        D
049582       2    No     0000CC6E-0000CC74        7
04958F       2    No     0000CC75-0000CC7B        7
049597       4    No     0000CC7C-0000CC84        9
0495D5       8    No     0000CC85-0000CC91        D
049603       2    No     0000CC92-0000CC98        7
04964B       2    No     0000CC99-0000CC9F        7
049665       1    No     0000CCA0-0000CCA5        6
049676       1    No     0000CCA6-0000CCAB        6
049687       4    No     0000CCAC-0000CCB4        9
0496C4       2    No     0000CCB5-0000CCBB        7
0496CD       1    No     0000CCBC-0000CCC1        6
0496DF       1    No     0000CCC2-0000CCC7        6
0496E7       2    No     0000CCC8-0000CCCE        7
049703       4    No     0000CCCF-0000CCD7        9
04972C       2    No     0000CCD8-0000CCDE        7
049739       1    No     0000CCDF-0000CCE4        6
049758       1    No     0000CCE5-0000CCEA        6
04976A       2    No     0000CCEB-0000CCF1        7
049772       4    No     0000CCF2-0000CCFA        9
04980C       2    No     0000CCFB-0000CD01        7
04981B       4    No     0000CD02-0000CD0A        9
04982A       4    No     0000CD0B-0000CD13        9
04987C       2    No     0000CD14-0000CD1A        7
049885       1    No     0000CD1B-0000CD20        6
049897       1    No     0000CD21-0000CD26        6
04989F       2    No     0000CD27-0000CD2D        7
0498BB       4    No     0000CD2E-0000CD36        9
0498E4       2    No     0000CD37-0000CD3D        7
0498F1       1    No     0000CD3E-0000CD43        6
04991B       2    No     0000CD44-0000CD4A        7
049923       4    No     0000CD4B-0000CD53        9
049976       2    No     0000CD54-0000CD5A        7
049987       4    No     0000CD5B-0000CD63        9
0499C9       2    No     0000CD64-0000CD6A        7
0499D5       B    No     0000CD6B-0000CD7A       10
0499EF       B    No     0000CD7B-0000CD8A       10
049A57       4    No     0000CD8B-0000CD93        9
049A61       4    No     0000CD94-0000CD9C        9
049A6B       4    No     0000CD9D-0000CDA5        9
049A75       4    No     0000CDA6-0000CDAE        9
049A7F       4    No     0000CDAF-0000CDB7        9
049A89       4    No     0000CDB8-0000CDC0        9
049A93       4    No     0000CDC1-0000CDC9        9
049D0C       2    No     0000CDCA-0000CDD0        7
049D18       1    No     0000CDD1-0000CDD6        6
049D27       1    No     0000CDD7-0000CDDC        6
049D65       3    No     0000CDDD-0000CDE4        8
049D8F       2    No     0000CDE5-0000CDEB        7
049D97       2    No     0000CDEC-0000CDF2        7
049DA3       4    No     0000CDF3-0000CDFB        9
049DBF       7    No     0000CDFC-0000CE07        C
049DCD       5    No     0000CE08-0000CE11        A
049DDF       2    No     0000CE12-0000CE18        7
049E10       2    No     0000CE19-0000CE1F        7
049E25       1    No     0000CE20-0000CE25        6
049E42       3    No     0000CE26-0000CE2D        8
049E89       2    No     0000CE2E-0000CE34        7
049E91       2    No     0000CE35-0000CE3B        7
049EA1       1    No     0000CE3C-0000CE41        6
049EA9       4    No     0000CE42-0000CE4A        9
049EBC       4    No     0000CE4B-0000CE53        9
049EC6       4    No     0000CE54-0000CE5C        9
049ED0       4    No     0000CE5D-0000CE65        9
049EDA       4    No     0000CE66-0000CE6E        9
049EE4       4    No     0000CE6F-0000CE77        9
049EF3       4    No     0000CE78-0000CE80        9
049F02       2    No     0000CE81-0000CE87        7
049F12       1    No     0000CE88-0000CE8D        6
049F22       1    No     0000CE8E-0000CE93        6
049F33       4    No     0000CE94-0000CE9C        9
049F42       2    No     0000CE9D-0000CEA3        7
049F52       1    No     0000CEA4-0000CEA9        6
049F62       1    No     0000CEAA-0000CEAF        6
049F6D       2    No     0000CEB0-0000CEB6        7
049F7A       4    No     0000CEB7-0000CEBF        9
04A1B6       9    No     0000CEC0-0000CECD        E
04A318       2    No     0000CECE-0000CED4        7
04A328       8    No     0000CED5-0000CEE1        D
04A336       2    No     0000CEE2-0000CEE8        7
04A343       2    No     0000CEE9-0000CEEF        7
04A34B       4    No     0000CEF0-0000CEF8        9
04FD11       2    No     0000CEF9-0000CEFF        7
04FD24       1    No     0000CF00-0000CF05        6
04FDA6       2    No     0000CF06-0000CF0C        7
04FDCA       C    No     0000CF0D-0000CF1D       11
04FDF5       2    No     0000CF1E-0000CF24        7
04FDFD       2    No     0000CF25-0000CF2B        7
04FE05       2    No     0000CF2C-0000CF32        7
04FE1B       1    No     0000CF33-0000CF38        6
04FE2A       1    No     0000CF39-0000CF3E        6
04FE31       8    No     0000CF3F-0000CF4B        D
04FE8F      22    No     0000CF4C-0000CF72       27
04FEB9       A    No     0000CF73-0000CF81        F
04FECE      1F    No     0000CF82-0000CFA5       24
04FF04       1    No     0000CFA6-0000CFAB        6
04FF10       1    No     0000CFAC-0000CFB1        6
04FF25       1    No     0000CFB2-0000CFB7        6
04FF2E       1    No     0000CFB8-0000CFBD        6
04FF3D       1    No     0000CFBE-0000CFC3        6
04FF4F       4    No     0000CFC4-0000CFCC        9
04FF94       1    No     0000CFCD-0000CFD2        6
050C01       2    No     0000CFD3-0000CFD9        7
050C27       1    No     0000CFDA-0000CFDF        6
050C2F       1    No     0000CFE0-0000CFE5        6
050CB4       2    No     0000CFE6-0000CFEC        7
050CC0       1    No     0000CFED-0000CFF2        6
050D12       1    No     0000CFF3-0000CFF8        6
050D1A       7    No     0000CFF9-0000D004        C
050DB8       4    No     0000D005-0000D00D        9
050DC2       4    No     0000D00E-0000D016        9
050DCC       4    No     0000D017-0000D01F        9
050DD6       4    No     0000D020-0000D028        9
050DE0       4    No     0000D029-0000D031        9
050DEA       4    No     0000D032-0000D03A        9
050DF4       4    No     0000D03B-0000D043        9
050DFE       4    No     0000D044-0000D04C        9
050E08       4    No     0000D04D-0000D055        9
050E12       4    No     0000D056-0000D05E        9
050EB3       2    No     0000D05F-0000D065        7
050EBC       1    No     0000D066-0000D06B        6
050EF2       8    No     0000D06C-0000D078        D
050F0A       1    No     0000D079-0000D07E        6
050F3E       1    No     0000D07F-0000D084        6
050F4C       1    No     0000D085-0000D08A        6
050F53       1    No     0000D08B-0000D090        6
050F81       1    No     0000D091-0000D096        6
050F8C       2    No     0000D097-0000D09D        7
050F9C       1    No     0000D09E-0000D0A3        6
050FD0       1    No     0000D0A4-0000D0A9        6
050FE1       2    No     0000D0AA-0000D0B0        7
050FE9       1    No     0000D0B1-0000D0B6        6
050FF1       1    No     0000D0B7-0000D0BC        6
051015       2    No     0000D0BD-0000D0C3        7
05103C       4    No     0000D0C4-0000D0CC        9
05105A       1    No     0000D0CD-0000D0D2        6
051068       1    No     0000D0D3-0000D0D8        6
051070       1    No     0000D0D9-0000D0DE        6
051078       1    No     0000D0DF-0000D0E4        6
0510AB       1    No     0000D0E5-0000D0EA        6
0510B6       2    No     0000D0EB-0000D0F1        7
0510C6       1    No     0000D0F2-0000D0F7        6
051105       1    No     0000D0F8-0000D0FD        6
051116       2    No     0000D0FE-0000D104        7
05111E       1    No     0000D105-0000D10A        6
051126       1    No     0000D10B-0000D110        6
05114A       2    No     0000D111-0000D117        7
051163       4    No     0000D118-0000D120        9
051187       2    No     0000D121-0000D127        7
05118F       4    No     0000D128-0000D130        9
0511A0       2    No     0000D131-0000D137        7
0511A8       4    No     0000D138-0000D140        9
0511DE       2    No     0000D141-0000D147        7
0511E7       1    No     0000D148-0000D14D        6
051207       1    No     0000D14E-0000D153        6
051211       1    No     0000D154-0000D159        6
051246       1    No     0000D15A-0000D15F        6
05124F       2    No     0000D160-0000D166        7
0512EA       1    No     0000D167-0000D16C        6
05130E       1    No     0000D16D-0000D172        6
051317       1    No     0000D173-0000D178        6
051320       1    No     0000D179-0000D17E        6
051329       1    No     0000D17F-0000D184        6
051332       1    No     0000D185-0000D18A        6
05133B       1    No     0000D18B-0000D190        6
051344       1    No     0000D191-0000D196        6
051359       1    No     0000D197-0000D19C        6
051363       2    No     0000D19D-0000D1A3        7
051372       2    No     0000D1A4-0000D1AA        7
051380       1    No     0000D1AB-0000D1B0        6
05138C       2    No     0000D1B1-0000D1B7        7
051396       7    No     0000D1B8-0000D1C3        C
0513AE       2    No     0000D1C4-0000D1CA        7
0513BA       1    No     0000D1CB-0000D1D0        6
0513CD       3    No     0000D1D1-0000D1D8        8
0513DB       B    No     0000D1D9-0000D1E8       10
0513EE       2    No     0000D1E9-0000D1EF        7
051403       1    No     0000D1F0-0000D1F5        6
051417       1    No     0000D1F6-0000D1FB        6
05142B       1    No     0000D1FC-0000D201        6
05143C       2    No     0000D202-0000D208        7
051459       1    No     0000D209-0000D20E        6
0514B5       8    No     0000D20F-0000D21B        D
0514C8       8    No     0000D21C-0000D228        D
0514DE       1    No     0000D229-0000D22E        6
0514E6       4    No     0000D22F-0000D237        9
0514F7      11    No     0000D238-0000D24D       16
05150E       1    No     0000D24E-0000D253        6
05153A       4    No     0000D254-0000D25C        9
051544       4    No     0000D25D-0000D265        9
05154E       4    No     0000D266-0000D26E        9
051558       4    No     0000D26F-0000D277        9
051562       4    No     0000D278-0000D280        9
05156C       4    No     0000D281-0000D289        9
0515CF       2    No     0000D28A-0000D290        7
0515DB       1    No     0000D291-0000D296        6
